Restaurant ID,Restaurant Name,City,Locality,Cuisines,Aggregate rating,Votes,Price range,Average Cost for two,Has Table booking,Has Online delivery,content_features
18464001,Chai Mantra,New Delhi,Jasola,"Fast Food, Beverages",0.0,3,1,200,No,No,Fast Food  Beverages NewDelhi Jasola Price1 TableBooking_No Delivery_No
7908,Sagar Ratna,New Delhi,Jasola,"South Indian, North Indian, Chinese",2.4,76,2,600,No,Yes,South Indian  North Indian  Chinese NewDelhi Jasola Price2 TableBooking_No Delivery_Yes
4503,Paatra - Jaypee Siddharth,New Delhi,"Jaypee Siddharth, Rajendra Place",North Indian,3.4,120,4,3500,Yes,No,"North Indian NewDelhi JaypeeSiddharth,RajendraPlace Price4 TableBooking_Yes Delivery_No"
4502,Eggspectation - Jaypee Siddharth,New Delhi,"Jaypee Siddharth, Rajendra Place","European, Continental, North Indian",3.5,202,4,3000,Yes,No,"European  Continental  North Indian NewDelhi JaypeeSiddharth,RajendraPlace Price4 TableBooking_Yes Delivery_No"
4499,Ano Tai - Jaypee Vasant Continental,New Delhi,"Jaypee Vasant Continental, Vasant Vihar",Chinese,3.4,64,4,2500,Yes,No,"Chinese NewDelhi JaypeeVasantContinental,VasantVihar Price4 TableBooking_Yes Delivery_No"
4235,Tapas - Jaypee Vasant Continental,New Delhi,"Jaypee Vasant Continental, Vasant Vihar",North Indian,3.2,24,4,3000,Yes,No,"North Indian NewDelhi JaypeeVasantContinental,VasantVihar Price4 TableBooking_Yes Delivery_No"
4500,The Old Baker - Jaypee Vasant Continental,New Delhi,"Jaypee Vasant Continental, Vasant Vihar",Bakery,3.3,17,2,500,No,No,"Bakery NewDelhi JaypeeVasantContinental,VasantVihar Price2 TableBooking_No Delivery_No"
4234,Eggspectation - Jaypee Vasant Continental,New Delhi,"Jaypee Vasant Continental, Vasant Vihar","European, Continental, North Indian",3.6,162,4,3000,Yes,No,"European  Continental  North Indian NewDelhi JaypeeVasantContinental,VasantVihar Price4 TableBooking_Yes Delivery_No"
4501,Paatra - Jaypee Vasant Continental,New Delhi,"Jaypee Vasant Continental, Vasant Vihar","North Indian, Mughlai",3.5,79,4,2500,Yes,No,"North Indian  Mughlai NewDelhi JaypeeVasantContinental,VasantVihar Price4 TableBooking_Yes Delivery_No"
308243,Ambarsaria by Gourmet Affaire's,New Delhi,"JMD Kohinoor Mall, Greater Kailash",Fast Food,3.1,43,1,400,No,Yes,"Fast Food NewDelhi JMDKohinoorMall,GreaterKailash Price1 TableBooking_No Delivery_Yes"
703,August Moon,New Delhi,"JMD Kohinoor Mall, Greater Kailash","Chinese, Thai",2.8,142,3,1250,Yes,Yes,"Chinese  Thai NewDelhi JMDKohinoorMall,GreaterKailash Price3 TableBooking_Yes Delivery_Yes"
18334427,Keventers,New Delhi,"JMD Kohinoor Mall, Greater Kailash",Beverages,3.3,10,1,400,No,No,"Beverages NewDelhi JMDKohinoorMall,GreaterKailash Price1 TableBooking_No Delivery_No"
310529,Moets Curry Leaf Express,New Delhi,"JMD Kohinoor Mall, Greater Kailash","North Indian, Mughlai",3.2,23,2,900,Yes,Yes,"North Indian  Mughlai NewDelhi JMDKohinoorMall,GreaterKailash Price2 TableBooking_Yes Delivery_Yes"
309844,Natural Ice Cream,New Delhi,"JMD Kohinoor Mall, Greater Kailash",Ice Cream,4.5,665,1,150,No,Yes,"Ice Cream NewDelhi JMDKohinoorMall,GreaterKailash Price1 TableBooking_No Delivery_Yes"
306034,"34, Chowringhee Lane",New Delhi,JNU,Fast Food,3.2,15,1,300,No,No,Fast Food NewDelhi JNU Price1 TableBooking_No Delivery_No
303604,Qureshi,New Delhi,JNU,"North Indian, Fast Food",3.0,27,1,350,No,No,North Indian  Fast Food NewDelhi JNU Price1 TableBooking_No Delivery_No
1505,Shree Ram Sweet Centre,New Delhi,JNU,"Mithai, Street Food",2.7,13,1,150,No,No,Mithai  Street Food NewDelhi JNU Price1 TableBooking_No Delivery_No
303583,Teflas,New Delhi,JNU,"North Indian, Chinese",3.4,53,1,300,No,No,North Indian  Chinese NewDelhi JNU Price1 TableBooking_No Delivery_No
18175324,The Viraj Food Zone,New Delhi,JNU,"North Indian, Chinese",3.2,29,2,500,No,No,North Indian  Chinese NewDelhi JNU Price2 TableBooking_No Delivery_No
18391147,RollsKing,New Delhi,JNU,Fast Food,3.5,14,1,300,No,No,Fast Food NewDelhi JNU Price1 TableBooking_No Delivery_No
301130,Secular House Canteen,New Delhi,JNU,"North Indian, Mughlai, Chinese",3.8,414,2,600,No,Yes,North Indian  Mughlai  Chinese NewDelhi JNU Price2 TableBooking_No Delivery_Yes
18354985,Amul Ice-Cream Parlour,New Delhi,JNU,Ice Cream,0.0,1,1,200,No,No,Ice Cream NewDelhi JNU Price1 TableBooking_No Delivery_No
18414503,Sunny Restaurant & Tiffin,New Delhi,JNU,North Indian,0.0,0,1,400,No,No,North Indian NewDelhi JNU Price1 TableBooking_No Delivery_No
7807,Kerala Cafe,New Delhi,JNU,"North Indian, South Indian",2.3,44,1,150,No,No,North Indian  South Indian NewDelhi JNU Price1 TableBooking_No Delivery_No
300887,Veer Jee Restaurant,New Delhi,Jor Bagh,"North Indian, Mughlai",3.1,35,1,450,No,No,North Indian  Mughlai NewDelhi JorBagh Price1 TableBooking_No Delivery_No
306251,Oval Bar - JW Marriott New Delhi,New Delhi,JW Marriott New Delhi,Finger Food,3.3,15,4,4500,Yes,No,Finger Food NewDelhi JWMarriottNewDelhi Price4 TableBooking_Yes Delivery_No
18144453,Bakey Wish,New Delhi,Kailash Colony,"Bakery, Desserts",3.0,6,1,300,No,No,Bakery  Desserts NewDelhi KailashColony Price1 TableBooking_No Delivery_No
7862,Bikaner Namkeen Bhandar,New Delhi,Kailash Colony,"Mithai, Street Food",3.1,9,1,150,No,No,Mithai  Street Food NewDelhi KailashColony Price1 TableBooking_No Delivery_No
7857,Chhole Bhature Corner,New Delhi,Kailash Colony,North Indian,3.3,21,1,150,No,No,North Indian NewDelhi KailashColony Price1 TableBooking_No Delivery_No
2874,Fresh n Frozen,New Delhi,Kailash Colony,"Raw Meats, Fast Food",3.1,9,1,200,No,No,Raw Meats  Fast Food NewDelhi KailashColony Price1 TableBooking_No Delivery_No
18458625,Pind Punjabi,New Delhi,Kailash Colony,North Indian,3.0,4,2,500,No,Yes,North Indian NewDelhi KailashColony Price2 TableBooking_No Delivery_Yes
18252369,Sanjha Chulha,New Delhi,Kailash Colony,"North Indian, Mughlai",3.1,13,2,700,No,No,North Indian  Mughlai NewDelhi KailashColony Price2 TableBooking_No Delivery_No
18228895,Shaan e Punjab,New Delhi,Kailash Colony,"North Indian, Mughlai",3.1,21,2,600,No,No,North Indian  Mughlai NewDelhi KailashColony Price2 TableBooking_No Delivery_No
2583,Cafe 27,New Delhi,Kailash Colony,"North Indian, Chinese, Italian",3.6,455,3,1550,Yes,No,North Indian  Chinese  Italian NewDelhi KailashColony Price3 TableBooking_Yes Delivery_No
304876,MR.D - Deliciousness Delivered,New Delhi,Kailash Colony,"North Indian, Italian, Chinese",3.5,367,2,700,No,Yes,North Indian  Italian  Chinese NewDelhi KailashColony Price2 TableBooking_No Delivery_Yes
308407,Pita Pit,New Delhi,Kailash Colony,"Healthy Food, Salad",3.8,540,2,600,No,Yes,Healthy Food  Salad NewDelhi KailashColony Price2 TableBooking_No Delivery_Yes
18492050,Al-Malik Chicken Point,New Delhi,Kailash Colony,"North Indian, Mughlai",0.0,1,1,400,No,No,North Indian  Mughlai NewDelhi KailashColony Price1 TableBooking_No Delivery_No
18492052,Amul Sweets & Bakery,New Delhi,Kailash Colony,"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai",0.0,0,1,300,No,No,North Indian  South Indian  Chinese  Fast Food  Bakery  Mithai NewDelhi KailashColony Price1 TableBooking_No Delivery_No
18449620,Elements - Mapple Express,New Delhi,Kailash Colony,"North Indian, Continental, Chinese",0.0,0,3,1200,Yes,No,North Indian  Continental  Chinese NewDelhi KailashColony Price3 TableBooking_Yes Delivery_No
18452403,Food 24,New Delhi,Kailash Colony,"North Indian, Mughlai",0.0,1,1,400,No,No,North Indian  Mughlai NewDelhi KailashColony Price1 TableBooking_No Delivery_No
18425740,Food Corner,New Delhi,Kailash Colony,North Indian,0.0,0,1,100,No,No,North Indian NewDelhi KailashColony Price1 TableBooking_No Delivery_No
18313153,Food Master's Galley,New Delhi,Kailash Colony,"North Indian, Chinese",0.0,2,1,150,No,No,North Indian  Chinese NewDelhi KailashColony Price1 TableBooking_No Delivery_No
18435830,Habibi Express,New Delhi,Kailash Colony,"Lebanese, Arabian, Moroccan",0.0,0,2,900,Yes,Yes,Lebanese  Arabian  Moroccan NewDelhi KailashColony Price2 TableBooking_Yes Delivery_Yes
18473378,Hide Out Cafe,New Delhi,Kailash Colony,"Cafe, Chinese, Italian",0.0,1,2,700,No,No,Cafe  Chinese  Italian NewDelhi KailashColony Price2 TableBooking_No Delivery_No
18452241,Moriarty Delivers,New Delhi,Kailash Colony,Fast Food,0.0,0,1,400,No,No,Fast Food NewDelhi KailashColony Price1 TableBooking_No Delivery_No
3190,Big Chill,New Delhi,Kailash Colony,"Italian, Continental, European, Cafe",4.4,1521,3,1500,No,No,Italian  Continental  European  Cafe NewDelhi KailashColony Price3 TableBooking_No Delivery_No
3041,Maxims Pastry Shop,New Delhi,Kailash Colony,"Bakery, Desserts, Fast Food, Beverages",4.2,729,1,300,No,No,Bakery  Desserts  Fast Food  Beverages NewDelhi KailashColony Price1 TableBooking_No Delivery_No
18441798,Uncultured Cafe & Bar,New Delhi,Kailash Colony,"Continental, Chinese, Italian, Finger Food",4.3,90,3,1500,Yes,No,Continental  Chinese  Italian  Finger Food NewDelhi KailashColony Price3 TableBooking_Yes Delivery_No
306505,2 Nice 2 Slice,New Delhi,Kalkaji,"Bakery, Desserts",3.2,17,3,1750,No,No,Bakery  Desserts NewDelhi Kalkaji Price3 TableBooking_No Delivery_No
302868,Aggarwal Bikaneri Sweets,New Delhi,Kalkaji,"Mithai, Street Food",2.9,11,1,250,No,No,Mithai  Street Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
7383,Aggarwal Sweet Corner & Restaurant,New Delhi,Kalkaji,"North Indian, South Indian, Chinese, Mithai",2.6,38,1,300,No,No,North Indian  South Indian  Chinese  Mithai NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
302793,Aggarwal Sweets India,New Delhi,Kalkaji,"Mithai, Street Food",2.8,9,1,100,No,No,Mithai  Street Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
9993,Aggarwal's Sweets Paradise,New Delhi,Kalkaji,"Mithai, North Indian, South Indian, Street Food",2.7,16,1,300,No,No,Mithai  North Indian  South Indian  Street Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
9985,Aggarwal's Sweets,New Delhi,Kalkaji,"Mithai, Street Food",2.9,7,1,150,No,No,Mithai  Street Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
18138461,Anna Ka Dosa,New Delhi,Kalkaji,South Indian,3.4,41,1,200,No,Yes,South Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
306957,Big Chow Xpress,New Delhi,Kalkaji,"Chinese, North Indian",2.6,58,2,550,No,Yes,Chinese  North Indian NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
7590,Bikaner Sweets & Namkeen,New Delhi,Kalkaji,"Mithai, Street Food",2.9,4,1,200,No,No,Mithai  Street Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
9620,Cafe Coffee Day,New Delhi,Kalkaji,Cafe,2.9,33,1,450,No,Yes,Cafe NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
302884,Cake Plaza,New Delhi,Kalkaji,"Bakery, Desserts, Fast Food",3.1,28,1,200,No,Yes,Bakery  Desserts  Fast Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
309238,Crispy Tokri,New Delhi,Kalkaji,Street Food,3.1,100,1,200,No,No,Street Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
309609,De Royale Food's,New Delhi,Kalkaji,"North Indian, Chinese",3.2,22,2,550,No,No,North Indian  Chinese NewDelhi Kalkaji Price2 TableBooking_No Delivery_No
18414477,Faasos,New Delhi,Kalkaji,"North Indian, Fast Food",3.0,4,2,600,No,Yes,North Indian  Fast Food NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
9992,Fouji Da Vaishno Dhaba,New Delhi,Kalkaji,North Indian,2.9,14,1,400,No,No,North Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
18224572,Fun Bytes,New Delhi,Kalkaji,Fast Food,2.5,13,1,250,No,Yes,Fast Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
312594,G's Patisserie,New Delhi,Kalkaji,"Bakery, Desserts",2.8,8,2,600,No,No,Bakery  Desserts NewDelhi Kalkaji Price2 TableBooking_No Delivery_No
312728,Giani,New Delhi,Kalkaji,"Ice Cream, Desserts",3.2,17,1,400,No,Yes,Ice Cream  Desserts NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
18025133,Gopals 56,New Delhi,Kalkaji,"Ice Cream, Desserts",3.2,8,1,200,No,No,Ice Cream  Desserts NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
7329,Green Chick Chop,New Delhi,Kalkaji,"Raw Meats, North Indian, Fast Food",3.2,26,1,350,No,No,Raw Meats  North Indian  Fast Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
302892,Heaven's Kitchen,New Delhi,Kalkaji,"North Indian, Mughlai, Chinese",3.3,85,2,500,No,Yes,North Indian  Mughlai  Chinese NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
302893,Heavens Food Corner,New Delhi,Kalkaji,"North Indian, Mughlai, Chinese",2.8,14,2,500,No,No,North Indian  Mughlai  Chinese NewDelhi Kalkaji Price2 TableBooking_No Delivery_No
309533,Just Kababs,New Delhi,Kalkaji,"Fast Food, North Indian",3.4,25,1,250,No,No,Fast Food  North Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
18376487,Keventers,New Delhi,Kalkaji,Beverages,3.2,10,1,400,No,No,Beverages NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
302895,Komal Kitchen,New Delhi,Kalkaji,North Indian,2.8,7,1,250,No,No,North Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
302896,Kwality Sweets & Restaurant,New Delhi,Kalkaji,South Indian,2.9,10,1,250,No,No,South Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
9776,Mehak Food Corner,New Delhi,Kalkaji,North Indian,3.2,87,1,350,No,No,North Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
18245255,Mr. Sub,New Delhi,Kalkaji,Fast Food,3.2,57,1,400,No,Yes,Fast Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
309648,Muradabadi Shahi Biryani & Chicken Corner,New Delhi,Kalkaji,"North Indian, Biryani",2.6,24,1,450,No,Yes,North Indian  Biryani NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
18285214,Muradabadi,New Delhi,Kalkaji,"Mughlai, Biryani",3.0,5,1,400,No,No,Mughlai  Biryani NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
302938,New Radhe Radhe Snacks Corner,New Delhi,Kalkaji,North Indian,3.1,9,1,150,No,No,North Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
18396545,Nirula's Ice Cream,New Delhi,Kalkaji,"Desserts, Ice Cream",3.2,14,1,250,No,No,Desserts  Ice Cream NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
18414495,Noor Restaurant,New Delhi,Kalkaji,"North Indian, Mughlai, Chinese",3.4,20,2,550,No,Yes,North Indian  Mughlai  Chinese NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
311891,Paul's Homemade,New Delhi,Kalkaji,"Bakery, Desserts",3.1,11,2,500,No,No,Bakery  Desserts NewDelhi Kalkaji Price2 TableBooking_No Delivery_No
312372,Pinkom's Bar-Be-Que,New Delhi,Kalkaji,"North Indian, Mughlai",3.2,12,1,350,No,No,North Indian  Mughlai NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
8949,Prince of China,New Delhi,Kalkaji,"Thai, Chinese, Seafood",3.1,70,2,800,No,Yes,Thai  Chinese  Seafood NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
302898,Punjabi Corner,New Delhi,Kalkaji,North Indian,3.3,55,1,250,No,Yes,North Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
302710,Punjabi Snacks,New Delhi,Kalkaji,"Street Food, North Indian, South Indian",2.9,4,1,200,No,No,Street Food  North Indian  South Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
9998,Quality Food Point,New Delhi,Kalkaji,"North Indian, Fast Food, Mughlai",3.0,10,1,450,No,No,North Indian  Fast Food  Mughlai NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
18317229,Radhe Shyam,New Delhi,Kalkaji,Street Food,2.8,10,1,150,No,No,Street Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
9623,Raj South Indian Food,New Delhi,Kalkaji,"South Indian, Chinese",3.0,8,1,250,No,No,South Indian  Chinese NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
3634,Roll Club,New Delhi,Kalkaji,Fast Food,3.3,91,1,250,No,No,Fast Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
7382,Shameem Kabab Corner,New Delhi,Kalkaji,"North Indian, Mughlai",3.3,67,2,700,No,No,North Indian  Mughlai NewDelhi Kalkaji Price2 TableBooking_No Delivery_No
1866,Shiv Dhaba,New Delhi,Kalkaji,"North Indian, Chinese",3.1,92,2,550,No,No,North Indian  Chinese NewDelhi Kalkaji Price2 TableBooking_No Delivery_No
304783,Silver Spoons,New Delhi,Kalkaji,"North Indian, Street Food",2.7,6,1,350,No,Yes,North Indian  Street Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
302811,Takkar Dhaba,New Delhi,Kalkaji,North Indian,2.6,24,1,450,No,Yes,North Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
308664,The Biryani Wallas,New Delhi,Kalkaji,Biryani,3.2,26,2,650,No,No,Biryani NewDelhi Kalkaji Price2 TableBooking_No Delivery_No
18133506,The Tuck Shop,New Delhi,Kalkaji,Fast Food,3.3,17,2,700,No,No,Fast Food NewDelhi Kalkaji Price2 TableBooking_No Delivery_No
305293,Uncle Xpress,New Delhi,Kalkaji,Chinese,3.4,80,1,400,No,Yes,Chinese NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
2211,Vaishno Rasoi,New Delhi,Kalkaji,North Indian,2.6,23,1,350,No,Yes,North Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
9622,Vatika,New Delhi,Kalkaji,"North Indian, Mughlai",2.7,52,2,550,No,Yes,North Indian  Mughlai NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
18281989,Walk To Italy,New Delhi,Kalkaji,Fast Food,3.1,11,1,300,No,No,Fast Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
18365855,Behrouz Biryani,New Delhi,Kalkaji,Biryani,3.6,30,2,600,No,Yes,Biryani NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
309737,Big Dragon,New Delhi,Kalkaji,"Chinese, Thai",3.6,108,2,800,Yes,No,Chinese  Thai NewDelhi Kalkaji Price2 TableBooking_Yes Delivery_No
18386707,Cafe Filter,New Delhi,Kalkaji,"Fast Food, Italian, North Indian, Chinese",3.6,22,2,600,No,Yes,Fast Food  Italian  North Indian  Chinese NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
309338,Chowki,New Delhi,Kalkaji,North Indian,3.7,89,2,750,No,Yes,North Indian NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
18380155,Circle Cafe and Bar,New Delhi,Kalkaji,"Cafe, North Indian, Lebanese, Continental",3.5,30,2,800,No,No,Cafe  North Indian  Lebanese  Continental NewDelhi Kalkaji Price2 TableBooking_No Delivery_No
18372686,FreshMenu,New Delhi,Kalkaji,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",3.6,36,2,600,No,Yes,Italian  Chinese  Continental  Thai  Mediterranean  Lebanese NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
3610,Giani's,New Delhi,Kalkaji,"Ice Cream, Desserts",3.5,80,1,400,No,Yes,Ice Cream  Desserts NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
3054,Gopal's 56,New Delhi,Kalkaji,"Ice Cream, Desserts, North Indian, Street Food",3.8,71,1,200,No,No,Ice Cream  Desserts  North Indian  Street Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
311267,Instapizza,New Delhi,Kalkaji,"Pizza, Fast Food",3.8,492,2,900,No,Yes,Pizza  Fast Food NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
307951,Just Vada Pav,New Delhi,Kalkaji,Street Food,3.6,94,1,150,No,No,Street Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
1876,Khidmat,New Delhi,Kalkaji,"North Indian, Mughlai, Chinese",3.6,372,3,1300,Yes,Yes,North Indian  Mughlai  Chinese NewDelhi Kalkaji Price3 TableBooking_Yes Delivery_Yes
412,Naivedyam,New Delhi,Kalkaji,South Indian,3.8,495,2,500,No,Yes,South Indian NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
3635,New Shere Punjab Dhaba,New Delhi,Kalkaji,North Indian,3.6,91,2,600,No,No,North Indian NewDelhi Kalkaji Price2 TableBooking_No Delivery_No
9654,Sant Sweets,New Delhi,Kalkaji,"Street Food, North Indian, Mithai",3.5,60,1,250,No,No,Street Food  North Indian  Mithai NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
18354973,Tikka- Way,New Delhi,Kalkaji,"North Indian, Chinese",3.5,23,2,850,No,Yes,North Indian  Chinese NewDelhi Kalkaji Price2 TableBooking_No Delivery_Yes
18392883,Bake Bite,New Delhi,Kalkaji,"Bakery, Fast Food",0.0,3,1,250,No,No,Bakery  Fast Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
18446815,Chinese Chaat Corner,New Delhi,Kalkaji,Chinese,0.0,0,1,200,No,No,Chinese NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
311014,Chocofairies,New Delhi,Kalkaji,Bakery,0.0,3,1,200,No,No,Bakery NewDelhi Kalkaji Price1 TableBooking_No Delivery_No
4325,Punjabi Rasoi,New Delhi,Kalkaji,North Indian,2.4,11,1,350,No,Yes,North Indian NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
18322653,Punjabi Xpress,New Delhi,Kalkaji,"North Indian, Chinese",2.3,9,1,400,No,Yes,North Indian  Chinese NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
9557,The Cake Factory,New Delhi,Kalkaji,"Bakery, Fast Food",2.3,19,1,400,No,Yes,Bakery  Fast Food NewDelhi Kalkaji Price1 TableBooking_No Delivery_Yes
9470,"34, Chowringhee Lane",New Delhi,Kamla Nagar,Fast Food,3.3,86,1,300,No,No,Fast Food NewDelhi KamlaNagar Price1 TableBooking_No Delivery_No
306491,Annapurna Restaurant,New Delhi,Kamla Nagar,"North Indian, Chinese",2.5,56,1,250,No,Yes,North Indian  Chinese NewDelhi KamlaNagar Price1 TableBooking_No Delivery_Yes
18416860,BTW,New Delhi,Kamla Nagar,"Street Food, North Indian, South Indian, Chinese",3.1,10,1,400,No,No,Street Food  North Indian  South Indian  Chinese NewDelhi KamlaNagar Price1 TableBooking_No Delivery_No
640,Cafe Coffee Day,New Delhi,Kamla Nagar,Cafe,3.3,82,1,450,No,No,Cafe NewDelhi KamlaNagar Price1 TableBooking_No Delivery_No
305161,Chawla's Chic Inn,New Delhi,Kamla Nagar,"North Indian, Chinese",3.3,26,2,650,No,No,North Indian  Chinese NewDelhi KamlaNagar Price2 TableBooking_No Delivery_No
